"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,9.412464600E2,1.491945648E2,4.671890259E0,9.530087844E2
1.000000000E-2,9.382272949E2,1.498647308E2,3.664932251E0,9.501280578E2
2.000000000E-2,9.397282715E2,1.484169769E2,4.549896240E0,9.513871582E2
3.000000000E-2,9.401783447E2,1.484246063E2,4.241836548E0,9.518314855E2
4.000000000E-2,9.401887207E2,1.497598114E2,3.784042358E0,9.520489224E2
5.000000000E-2,9.404801025E2,1.484311829E2,4.236923218E0,9.521305535E2
6.000000000E-2,9.401932373E2,1.487320557E2,5.593429565E0,9.519011684E2
7.000000000E-2,9.403381348E2,1.482880707E2,5.442886353E0,9.519741512E2
8.000000000E-2,9.420012207E2,1.486216431E2,5.414321899E0,9.536687095E2
9.000000000E-2,9.415689697E2,1.498082581E2,6.317764282E0,9.534330354E2
1.000000000E-1,9.395867920E2,1.485690765E2,5.453689575E0,9.512759079E2
1.100000000E-1,9.394290771E2,1.484126282E2,4.855499268E0,9.510924640E2
1.200000000E-1,9.395737305E2,1.485579834E2,3.950225830E0,9.512538429E2
1.300000000E-1,9.406304932E2,1.488762054E2,3.630813599E0,9.523460674E2
1.400000000E-1,9.409389648E2,1.488883362E2,4.377624512E0,9.526557803E2
1.500000000E-1,9.397368164E2,1.494558258E2,4.243972778E0,9.515567977E2
1.600000000E-1,9.403314209E2,1.488718719E2,3.936431885E0,9.520512123E2
1.700000000E-1,9.410992432E2,1.490469971E2,5.276473999E0,9.528434467E2
1.800000000E-1,9.394270020E2,1.487056427E2,4.252639771E0,9.511332951E2
1.900000000E-1,9.401667480E2,1.470883026E2,4.549270630E0,9.516139862E2
2.000000000E-1,9.412513428E2,1.496407318E2,4.669647217E0,9.530835454E2
2.100000000E-1,9.397451172E2,1.497577209E2,4.843841553E0,9.516153230E2
2.200000000E-1,9.386899414E2,1.495882263E2,5.162506104E0,9.505483128E2
2.300000000E-1,9.412341309E2,1.488893433E2,3.620986938E0,9.529442991E2
2.400000000E-1,9.395839844E2,1.491562195E2,4.398269653E0,9.513595463E2
2.500000000E-1,9.395957031E2,1.491662140E2,5.751373291E0,9.513799047E2
2.600000000E-1,9.400361328E2,1.488708344E2,4.693084717E0,9.517628283E2
2.700000000E-1,9.394322510E2,1.487100830E2,4.854003906E0,9.511420526E2
2.800000000E-1,9.397459717E2,1.494635925E2,5.296371460E0,9.515723348E2
2.900000000E-1,9.400263672E2,1.485678406E2,3.942855835E0,9.517024327E2
3.000000000E-1,9.394442139E2,1.494570312E2,5.301284790E0,9.512733250E2
3.100000000E-1,9.400302734E2,1.485711670E2,4.393890381E0,9.517087858E2
3.200000000E-1,9.401807861E2,1.490161896E2,3.787796021E0,9.519244102E2
3.300000000E-1,9.401843262E2,1.481349335E2,5.295745850E0,9.517975471E2
3.400000000E-1,9.389785156E2,1.501730499E2,2.899398804E0,9.509158765E2
3.500000000E-1,9.412373047E2,1.491867981E2,3.619476318E0,9.529939481E2
3.600000000E-1,9.395952148E2,1.496079407E2,5.147735596E0,9.514453231E2
3.700000000E-1,9.391401367E2,1.490065155E2,5.609146118E0,9.509040964E2
3.800000000E-1,9.418583984E2,1.500989380E2,4.507202148E0,9.537542916E2
3.900000000E-1,9.407813721E2,1.481425323E2,4.534179688E0,9.523845645E2
4.000000000E-1,9.420122070E2,1.502520752E2,4.654342651E0,9.539309971E2
4.100000000E-1,9.391312256E2,1.484093781E2,5.311462402E0,9.508001967E2
4.200000000E-1,9.397131348E2,1.486988831E2,2.443572998E0,9.514084846E2
4.300000000E-1,9.407851562E2,1.487351990E2,4.230499268E0,9.524792737E2
4.400000000E-1,9.394259033E2,1.481151886E2,4.857009888E0,9.510429683E2
4.500000000E-1,9.394376221E2,1.494514923E2,4.549560547E0,9.512620527E2
4.600000000E-1,9.404801025E2,1.484311829E2,4.236923218E0,9.521305535E2
4.700000000E-1,9.386715088E2,1.488357239E2,3.963485718E0,9.504062202E2
4.800000000E-1,9.415645752E2,1.508359985E2,4.508377075E0,9.535804492E2
4.900000000E-1,9.404910889E2,1.500615997E2,3.476943970E0,9.523938582E2
5.000000000E-1,9.401795654E2,1.476887512E2,5.297988892E0,9.517235161E2
5.100000000E-1,9.401795654E2,1.476887512E2,5.297988892E0,9.517235161E2
5.200000000E-1,9.401795654E2,1.476887512E2,5.297988892E0,9.517235161E2
5.300000000E-1,9.401795654E2,1.476887512E2,5.297988892E0,9.517235161E2
5.400000000E-1,9.401795654E2,1.476887512E2,5.297988892E0,9.517235161E2
5.500000000E-1,9.397257080E2,1.484147491E2,4.249221802E0,9.513828882E2
5.600000000E-1,9.409350586E2,1.488850098E2,3.926589966E0,9.526494364E2
5.700000000E-1,9.394564209E2,1.497622681E2,6.352203369E0,9.513398206E2
5.800000000E-1,9.412597656E2,1.506795959E2,4.363708496E0,9.532540737E2
5.900000000E-1,9.392810059E2,1.498855133E2,3.347015381E0,9.511706879E2
6.000000000E-1,9.401633301E2,1.473802032E2,3.796035767E0,9.516524688E2
6.100000000E-1,9.404957275E2,1.484445038E2,6.041046143E0,9.521578012E2
6.200000000E-1,9.401959229E2,1.500605774E2,4.233581543E0,9.521052849E2
6.300000000E-1,9.394401855E2,1.494537048E2,4.850250244E0,9.512664175E2
6.400000000E-1,9.406363525E2,1.491758881E2,3.930007935E0,9.523999361E2
6.500000000E-1,9.391455078E2,1.497479095E2,5.304702759E0,9.510241117E2
6.600000000E-1,9.397254639E2,1.490041046E2,3.494491577E0,9.514716927E2
6.700000000E-1,9.409382324E2,1.491824646E2,3.925094604E0,9.526990980E2
6.800000000E-1,9.412336426E2,1.485941162E2,3.923171997E0,9.528989309E2
6.900000000E-1,9.395776367E2,1.485613098E2,4.401260376E0,9.512602006E2
7.000000000E-1,9.400538330E2,1.499174652E2,5.439559937E0,9.519485512E2
7.100000000E-1,9.386988525E2,1.501853485E2,5.460189819E0,9.506529274E2
7.200000000E-1,9.401756592E2,1.476854248E2,4.846954346E0,9.517167372E2
7.300000000E-1,9.401854248E2,1.500516968E2,3.030807495E0,9.520889299E2
7.400000000E-1,9.397550049E2,1.494713745E2,6.348785400E0,9.515889176E2
7.500000000E-1,9.406364746E2,1.485865173E2,4.684738159E0,9.523113342E2
7.600000000E-1,9.409526367E2,1.499316254E2,4.673065186E0,9.528342953E2
7.700000000E-1,9.404860840E2,1.481415100E2,5.290817261E0,9.520966200E2
7.800000000E-1,9.401842041E2,1.487242889E2,4.541015625E0,9.518854304E2
7.900000000E-1,9.397457275E2,1.500529480E2,4.541641235E0,9.516609407E2
8.000000000E-1,9.403555908E2,1.499240417E2,5.434631348E0,9.522475470E2
8.100000000E-1,9.400341797E2,1.478375397E2,5.750747681E0,9.516056264E2
8.200000000E-1,9.400506592E2,1.496200104E2,5.441055298E0,9.518986261E2
8.300000000E-1,9.407911377E2,1.484455109E2,5.284393311E0,9.524452526E2
8.400000000E-1,9.402077637E2,1.494812317E2,6.341400146E0,9.520375470E2
8.500000000E-1,9.401887207E2,1.497598114E2,3.784042358E0,9.520489224E2
8.600000000E-1,9.394284668E2,1.494437103E2,3.497161865E0,9.512473374E2
8.700000000E-1,9.389805908E2,1.485537262E2,5.162826538E0,9.506731375E2
8.800000000E-1,9.392886963E2,1.491552124E2,5.154907227E0,9.510715564E2
8.900000000E-1,9.416928711E2,1.486095123E2,4.667510986E0,9.533582938E2
9.000000000E-1,9.402064209E2,1.508064270E2,4.530517578E0,9.522348544E2
9.100000000E-1,9.412304688E2,1.482966766E2,3.924667358E0,9.528494648E2
9.200000000E-1,9.411226807E2,1.503932953E2,6.322143555E0,9.530844731E2
9.300000000E-1,9.406516113E2,1.496309357E2,5.130523682E0,9.524920961E2
9.400000000E-1,9.401964111E2,1.490295105E2,5.591934204E0,9.519508161E2
9.500000000E-1,9.403732910E2,1.509706726E2,6.181106567E0,9.524349198E2
9.600000000E-1,9.406588135E2,1.506686707E2,4.674240112E0,9.526604328E2
9.700000000E-1,9.422962646E2,1.492120209E2,3.902954102E0,9.540449206E2
9.800000000E-1,9.391011963E2,1.470575256E2,3.514083862E0,9.505521140E2
9.900000000E-1,9.400484619E2,1.491760712E2,5.744003296E0,9.518285584E2
1.000000000E0,9.406561279E2,1.486031799E2,6.939910889E0,9.523471103E2
1.010000000E0,9.382430420E2,1.498780518E2,5.469070435E0,9.501543806E2
1.020000000E0,9.418471680E2,1.490578766E2,4.512451172E0,9.535799393E2
1.030000000E0,9.403378906E2,1.488774109E2,4.688156128E0,9.520618734E2
1.040000000E0,9.392993164E2,1.499010468E2,5.451858521E0,9.512009527E2
1.050000000E0,9.407817383E2,1.490270996E2,3.477264404E0,9.525184759E2
1.060000000E0,9.400212402E2,1.485634003E2,3.341461182E0,9.516943739E2
1.070000000E0,9.403236084E2,1.475388947E2,4.694900513E0,9.518394066E2
1.080000000E0,9.411040039E2,1.494931641E2,5.274230957E0,9.529180289E2
1.090000000E0,9.403378906E2,1.488774109E2,4.688156128E0,9.520618734E2
1.100000000E0,9.410828857E2,1.466751709E2,6.340896606E0,9.524656480E2
1.110000000E0,9.397282715E2,1.484169769E2,4.549896240E0,9.513871582E2
1.120000000E0,9.401873779E2,1.490217438E2,4.539520264E0,9.519350781E2
1.130000000E0,9.411046143E2,1.484620819E2,6.632583618E0,9.527659082E2
1.140000000E0,9.392847900E2,1.491518707E2,4.703872681E0,9.510648368E2
1.150000000E0,9.397329102E2,1.494524994E2,3.792922974E0,9.515505127E2
1.160000000E0,9.405002441E2,1.500693817E2,4.529342651E0,9.524085486E2
1.170000000E0,9.409533691E2,1.496375122E2,5.125595093E0,9.527911102E2
1.180000000E0,9.394458008E2,1.490164185E2,6.055267334E0,9.512102669E2
1.190000000E0,9.397257080E2,1.484147491E2,4.249221802E0,9.513828882E2
1.200000000E0,9.409461670E2,1.499260864E2,3.921340942E0,9.528236445E2
1.210000000E0,9.409486084E2,1.491913452E2,5.127853394E0,9.527164510E2
1.220000000E0,9.406494141E2,1.491869812E2,5.433456421E0,9.524219642E2
1.230000000E0,9.394237061E2,1.489975433E2,3.499404907E0,9.511726517E2
1.240000000E0,9.401815186E2,1.487220612E2,4.240341187E0,9.518810429E2
1.250000000E0,9.403470459E2,1.488851929E2,5.740570068E0,9.520778968E2
1.260000000E0,9.400375977E2,1.496089172E2,3.937606812E0,9.518765770E2
1.270000000E0,9.401938477E2,1.490272827E2,5.291244507E0,9.519462167E2
1.280000000E0,9.389895020E2,1.491508484E2,5.460525513E0,9.507770915E2
1.290000000E0,9.410900879E2,1.490392303E2,4.224075317E0,9.528279428E2
1.300000000E0,9.407988281E2,1.497785034E2,4.525924683E0,9.526576085E2
1.310000000E0,9.409305420E2,1.472601318E2,5.438293457E0,9.523998143E2
1.320000000E0,9.412584229E2,1.499415283E2,5.119186401E0,9.531401191E2
1.330000000E0,9.405004883E2,1.494800262E2,5.284072876E0,9.523199925E2
1.340000000E0,9.403347168E2,1.485799561E2,4.689651489E0,9.520122771E2
1.350000000E0,9.370261230E2,1.495487518E2,4.738525391E0,9.488968532E2
1.360000000E0,9.392830811E2,1.495924988E2,3.949905396E0,9.511289207E2
1.370000000E0,9.397282715E2,1.484169769E2,4.549896240E0,9.513871582E2
1.380000000E0,9.401783447E2,1.484246063E2,4.241836548E0,9.518314855E2
1.390000000E0,9.403345947E2,1.491693268E2,3.934936523E0,9.521008990E2
1.400000000E0,9.412629395E2,1.509770508E2,4.362197876E0,9.533042640E2
1.410000000E0,9.403267822E2,1.478363342E2,4.693405151E0,9.518886842E2
1.420000000E0,9.400302734E2,1.485711670E2,4.393890381E0,9.517087858E2
1.430000000E0,9.382163086E2,1.482343140E2,4.424911499E0,9.498646395E2
1.440000000E0,9.409500732E2,1.499294128E2,4.372375488E0,9.528299884E2
1.450000000E0,9.416999512E2,1.489103088E2,5.117050171E0,9.534145281E2
1.460000000E0,9.410798340E2,1.484409943E2,3.776031494E0,9.527225415E2
1.470000000E0,9.400269775E2,1.488630676E2,3.640655518E0,9.517479634E2
1.480000000E0,9.407753906E2,1.484321899E2,3.480270386E0,9.524193209E2
1.490000000E0,9.397332764E2,1.503370819E2,2.736022949E0,9.516865843E2
1.500000000E0,9.391271973E2,1.484060516E2,4.860427856E0,9.507932859E2
1.510000000E0,9.406481934E2,1.499228363E2,4.377288818E0,9.525308610E2
1.520000000E0,9.403438721E2,1.485877380E2,5.742080688E0,9.520283006E2
1.530000000E0,9.394354248E2,1.490075378E2,4.852508545E0,9.511917318E2
1.540000000E0,9.409500732E2,1.499294128E2,4.372375488E0,9.528299884E2
1.550000000E0,9.394393311E2,1.490108643E2,5.303543091E0,9.511985187E2
1.560000000E0,9.418493652E2,1.495018158E2,4.209533691E0,9.536502188E2
1.570000000E0,9.406428223E2,1.491814270E2,4.681732178E0,9.524105921E2
1.580000000E0,9.397491455E2,1.497610474E2,5.294876099E0,9.516222273E2
1.590000000E0,9.405205078E2,1.511182251E2,5.576507568E0,9.525999375E2
1.600000000E0,9.411097412E2,1.497928467E2,5.573425293E0,9.529724576E2
1.610000000E0,9.389884033E2,1.498867035E2,4.404357910E0,9.508862413E2
1.620000000E0,9.400263672E2,1.485678406E2,3.942855835E0,9.517024327E2
1.630000000E0,9.403464355E2,1.499162750E2,4.382217407E0,9.522318584E2
1.640000000E0,9.391335449E2,1.490009613E2,4.857421875E0,9.508925787E2
1.650000000E0,9.396016846E2,1.502028503E2,5.144744873E0,9.515454221E2
1.660000000E0,9.400301514E2,1.491605225E2,3.639160156E0,9.517976625E2
1.670000000E0,9.401776123E2,1.487187347E2,3.789291382E0,9.518747625E2
1.680000000E0,9.388265381E2,1.489899597E2,4.260971069E0,9.505847845E2
1.690000000E0,9.397320557E2,1.490096588E2,4.246215820E0,9.514821308E2
1.700000000E0,9.400334473E2,1.488686218E2,4.392379761E0,9.517583945E2
1.710000000E0,9.392790527E2,1.488522034E2,4.404678345E0,9.510107878E2
1.720000000E0,9.404964600E2,1.494766998E2,4.833038330E0,9.523130962E2
1.730000000E0,9.397368164E2,1.494558258E2,4.243972778E0,9.515567977E2
1.740000000E0,9.400269775E2,1.488630676E2,3.640655518E0,9.517479634E2
1.750000000E0,9.409617920E2,1.499394073E2,5.725479126E0,9.528503036E2
1.760000000E0,9.405062256E2,1.497797089E2,5.583267212E0,9.523744507E2
1.770000000E0,9.396016846E2,1.502028503E2,5.144744873E0,9.515454221E2
1.780000000E0,9.403432617E2,1.496188202E2,4.383712769E0,9.521819459E2
1.790000000E0,9.401971436E2,1.487353821E2,6.044464111E0,9.519083035E2
1.800000000E0,9.379361572E2,1.506040039E2,3.966796875E0,9.499587025E2
1.810000000E0,9.404761963E2,1.484278564E2,3.785873413E0,9.521242761E2
1.820000000E0,9.403353271E2,1.488751984E2,4.387466431E0,9.520575624E2
1.830000000E0,9.401953125E2,1.497653656E2,4.535766602E0,9.520595903E2
1.840000000E0,9.403410645E2,1.491748657E2,4.686660767E0,9.521115601E2
1.850000000E0,9.411135254E2,1.503855133E2,5.269729614E0,9.530678047E2
1.860000000E0,9.400301514E2,1.491605225E2,3.639160156E0,9.517976625E2
1.870000000E0,9.394616699E2,1.510930023E2,5.293045044E0,9.515489167E2
1.880000000E0,9.395841064E2,1.485668640E2,5.152984619E0,9.512712334E2
1.890000000E0,9.418382568E2,1.484607391E2,4.214782715E0,9.534766161E2
1.900000000E0,9.391245117E2,1.489931946E2,3.805007935E0,9.508776465E2
1.910000000E0,9.389897461E2,1.485614929E2,6.215255737E0,9.506896917E2
1.920000000E0,9.392784424E2,1.485569611E2,4.706878662E0,9.509654661E2
1.930000000E0,9.389869385E2,1.491486359E2,5.159835815E0,9.507725333E2
1.940000000E0,9.404925537E2,1.487364044E2,5.287811279E0,9.521957375E2
1.950000000E0,9.400355225E2,1.499019318E2,3.334716797E0,9.519183226E2
1.960000000E0,9.403314209E2,1.488718719E2,3.936431885E0,9.520512123E2
1.970000000E0,9.401867676E2,1.487265015E2,4.841705322E0,9.518897900E2
1.980000000E0,9.406293945E2,1.496120605E2,2.574645996E0,9.524568522E2
1.990000000E0,9.412401123E2,1.485996552E2,4.674896240E0,9.529095766E2
2.000000000E0,9.395950928E2,1.501972961E2,4.393020630E0,9.515342688E2
2.010000000E0,9.401951904E2,1.503547058E2,3.781036377E0,9.521490587E2
2.020000000E0,9.395952148E2,1.496079407E2,5.147735596E0,9.514453231E2
