"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.388354797E2,3.413425827E1,-9.590530396E0,1.432913685E2
1.000000000E-2,1.370230408E2,3.527244186E1,-1.122082520E1,1.419343714E2
2.000000000E-2,1.371831970E2,3.602045822E1,-1.107667542E1,1.422652301E2
3.000000000E-2,1.386614075E2,3.293230057E1,-1.078483582E1,1.429259774E2
4.000000000E-2,1.379127045E2,3.321554947E1,-1.047335815E1,1.422423214E2
5.000000000E-2,1.377913208E2,3.500584030E1,-9.277130127E0,1.424707763E2
6.000000000E-2,1.377743988E2,3.366509628E1,-9.571060181E0,1.421503741E2
7.000000000E-2,1.383719330E2,3.323096085E1,-9.729003906E0,1.426385015E2
8.000000000E-2,1.380776367E2,3.440974045E1,-1.033146667E1,1.426751667E2
9.000000000E-2,1.374636383E2,3.306140518E1,-9.863845825E0,1.417272162E2
1.000000000E-1,1.371611023E2,3.334895706E1,-1.031144714E1,1.415332006E2
1.100000000E-1,1.380815430E2,3.441306686E1,-9.880432129E0,1.426477992E2
1.200000000E-1,1.379361572E2,3.456184769E1,-9.427688599E0,1.425124068E2
1.300000000E-1,1.380627136E2,3.410229111E1,-1.168307495E1,1.426911819E2
1.400000000E-1,1.386809387E2,3.427526474E1,-1.019021606E1,1.432167485E2
1.500000000E-1,1.374563751E2,3.334997177E1,-1.106809998E1,1.418766313E2
1.600000000E-1,1.373313599E2,3.528456497E1,-1.047401428E1,1.421780852E2
1.700000000E-1,1.373260193E2,3.454315567E1,-1.016957092E1,1.419686069E2
1.800000000E-1,1.376146545E2,3.380166245E1,-1.077210999E1,1.421139820E2
1.900000000E-1,1.385303192E2,3.441959763E1,-1.033883667E1,1.431162101E2
2.000000000E-1,1.374525757E2,3.408360672E1,-1.242495728E1,1.421593556E2
2.100000000E-1,1.380670776E2,3.366389847E1,-1.062840271E1,1.425087328E2
2.200000000E-1,1.373312073E2,3.587391281E1,-1.122874451E1,1.423828740E2
2.300000000E-1,1.388280945E2,3.368587112E1,-9.888977051E0,1.431983575E2
2.400000000E-1,1.386874695E2,3.428081894E1,-9.438491821E0,1.431728810E2
2.500000000E-1,1.389813232E2,3.354376602E1,-9.439651489E0,1.432832840E2
2.600000000E-1,1.377549896E2,3.305909348E1,-1.107151794E1,1.420982735E2
2.700000000E-1,1.392910614E2,3.429395676E1,-9.448333740E0,1.437614213E2
2.800000000E-1,1.370267029E2,3.380183792E1,-8.958145142E0,1.414182800E2
2.900000000E-1,1.386920776E2,3.531634903E1,-1.019546509E1,1.434806064E2
3.000000000E-1,1.365657349E2,3.422705460E1,-1.045646667E1,1.411772960E2
3.100000000E-1,1.386737366E2,3.323752975E1,-9.733932495E0,1.429331593E2
3.200000000E-1,1.374837341E2,3.469960403E1,-9.571395874E0,1.421177374E2
3.300000000E-1,1.374634705E2,3.365076065E1,-1.061856079E1,1.419201650E2
3.400000000E-1,1.373364563E2,3.455203629E1,-8.966812134E0,1.418997856E2
3.500000000E-1,1.374786377E2,3.543212509E1,-1.107859802E1,1.424027621E2
3.600000000E-1,1.379281921E2,3.381822586E1,-9.423934937E0,1.423259257E2
3.700000000E-1,1.383895874E2,3.427757645E1,-8.982528687E0,1.428541773E2
3.800000000E-1,1.361289825E2,3.437813950E1,-8.796035767E0,1.406780957E2
3.900000000E-1,1.377426758E2,3.275387955E1,-1.212243652E1,1.421014244E2
4.000000000E-1,1.380776367E2,3.440974045E1,-1.033146667E1,1.426751667E2
4.100000000E-1,1.370353546E2,3.557764816E1,-1.016990662E1,1.419432438E2
4.200000000E-1,1.370333099E2,3.587066269E1,-1.077278137E1,1.420594428E2
4.300000000E-1,1.370162659E2,3.379295731E1,-1.016090393E1,1.414873317E2
4.400000000E-1,1.368607178E2,3.408045578E1,-1.106201172E1,1.414733248E2
4.500000000E-1,1.365722656E2,3.423260880E1,-9.704742432E0,1.411312767E2
4.600000000E-1,1.373096771E2,3.349763870E1,-1.076570129E1,1.417460389E2
4.700000000E-1,1.383743744E2,3.382252884E1,-1.018304443E1,1.428115028E2
4.800000000E-1,1.383743744E2,3.382252884E1,-1.018304443E1,1.428115028E2
4.900000000E-1,1.383743744E2,3.382252884E1,-1.018304443E1,1.428115028E2
5.000000000E-1,1.383743744E2,3.382252884E1,-1.018304443E1,1.428115028E2
5.100000000E-1,1.379472809E2,3.560291672E1,-9.432937622E0,1.427795514E2
