"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,2.381427307E2,4.580736160E1,-7.396073914E1,2.535359255E2
1.000000000E-2,2.378195190E2,4.416147995E1,-7.439857483E1,2.530681882E2
2.000000000E-2,2.393385010E2,4.464495468E1,-7.382405090E1,2.544132082E2
3.000000000E-2,2.379835968E2,4.491282272E1,-7.380339050E1,2.531803595E2
4.000000000E-2,2.369183197E2,4.429271317E1,-7.408387756E1,2.521518502E2
5.000000000E-2,2.384151611E2,4.343099594E1,-7.440467834E1,2.535036422E2
6.000000000E-2,2.361600189E2,4.500992966E1,-7.542845154E1,2.519660684E2
7.000000000E-2,2.370719604E2,4.503518295E1,-7.469148254E1,2.526066106E2
8.000000000E-2,2.378024292E2,4.341009140E1,-7.544725037E1,2.532325393E2
9.000000000E-2,2.391755829E2,4.448405838E1,-7.502360535E1,2.545826629E2
1.000000000E-1,2.376780396E2,4.431357956E1,-7.349479675E1,2.526975049E2
1.100000000E-1,2.379707031E2,4.431238174E1,-7.455213928E1,2.532817881E2
1.200000000E-1,2.378377380E2,4.550333786E1,-7.395429993E1,2.531927761E2
1.300000000E-1,2.391702423E2,4.374264908E1,-7.471916199E1,2.543595434E2
1.400000000E-1,2.381250763E2,4.476072311E1,-7.470719910E1,2.535512569E2
1.500000000E-1,2.384333954E2,4.477284622E1,-7.396040344E1,2.536241965E2
1.600000000E-1,2.375281677E2,4.416379166E1,-7.319090271E1,2.524420314E2
1.700000000E-1,2.378258820E2,4.475637436E1,-7.440156555E1,2.531795334E2
1.800000000E-1,2.385925293E2,4.566737747E1,-7.411769104E1,2.539790080E2
1.900000000E-1,2.378195190E2,4.416147995E1,-7.439857483E1,2.530681882E2
2.000000000E-1,2.382899933E2,4.595493698E1,-7.456529236E1,2.538778446E2
2.100000000E-1,2.379895477E2,4.462315750E1,-7.274949646E1,2.528294687E2
2.200000000E-1,2.366126099E2,4.428281784E1,-7.452998352E1,2.519944713E2
2.300000000E-1,2.363139954E2,4.457370377E1,-7.452656555E1,2.517644305E2
2.400000000E-1,2.373773804E2,4.489746475E1,-7.409428406E1,2.526930272E2
2.500000000E-1,2.366046600E2,4.353918839E1,-7.452622986E1,2.518562785E2
2.600000000E-1,2.373567047E2,4.296404648E1,-7.408451843E1,2.523343624E2
2.700000000E-1,2.378174744E2,4.445449448E1,-7.500148010E1,2.532954307E2
2.800000000E-1,2.370838623E2,4.445582962E1,-7.258366394E1,2.518997158E2
2.900000000E-1,2.375260010E2,4.371983719E1,-7.288795471E1,2.522750072E2
3.000000000E-1,2.369032745E2,4.324831009E1,-7.452964783E1,2.520877748E2
3.100000000E-1,2.381213226E2,4.416804886E1,-7.440348816E1,2.533544156E2
3.200000000E-1,2.378063507E2,4.341341782E1,-7.499620056E1,2.531027763E2
3.300000000E-1,2.367514801E2,4.412849808E1,-7.573448181E1,2.524565297E2
3.400000000E-1,2.382776031E2,4.358642960E1,-7.304985046E1,2.530064696E2
3.500000000E-1,2.373559723E2,4.325816727E1,-7.453703308E1,2.525171200E2
3.600000000E-1,2.382613831E2,4.327788162E1,-7.455180359E1,2.533760705E2
3.700000000E-1,2.373630676E2,4.355894089E1,-7.408750916E1,2.524431940E2
3.800000000E-1,2.375417328E2,4.579644394E1,-7.365019226E1,2.528789037E2
3.900000000E-1,2.375242462E2,4.416046524E1,-7.364192200E1,2.525688954E2
4.000000000E-1,2.366189575E2,4.487771225E1,-7.453297424E1,2.521065338E2
4.100000000E-1,2.378234406E2,4.416481400E1,-7.394755554E1,2.529402314E2
