"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.373246002E2,3.380508804E1,-9.414093018E0,1.417372744E2
1.000000000E-2,1.374876862E2,3.337661362E1,-7.459823608E0,1.416774899E2
2.000000000E-2,1.369023132E2,3.470533371E1,-7.005691528E0,1.414064471E2
3.000000000E-2,1.371924133E2,3.337559128E1,-6.703186035E0,1.413528248E2
4.000000000E-2,1.362945099E2,3.454124832E1,-7.295791626E0,1.407924708E2
5.000000000E-2,1.365650940E2,3.186854172E1,-7.587905884E0,1.404393291E2
6.000000000E-2,1.359660950E2,3.289092636E1,-8.335037231E0,1.401358800E2
7.000000000E-2,1.358225708E2,3.333604050E1,-8.034133911E0,1.400842948E2
8.000000000E-2,1.361178436E2,3.333706284E1,-8.790786743E0,1.404161851E2
9.000000000E-2,1.364432678E2,3.410056686E1,-6.995315552E0,1.408138787E2
1.000000000E-1,1.346444855E2,3.421875381E1,-5.763778687E0,1.390441719E2
1.100000000E-1,1.370378876E2,3.351659012E1,-7.302841187E0,1.412659759E2
1.200000000E-1,1.370503693E2,3.323246384E1,-5.497192383E0,1.411290880E2
1.300000000E-1,1.356745605E2,3.348258591E1,-7.882095337E0,1.399671296E2
1.400000000E-1,1.347694550E2,3.361050034E1,-8.018417358E0,1.391285978E2
1.500000000E-1,1.350569458E2,3.227854538E1,-8.016586304E0,1.390918716E2
1.600000000E-1,1.362978668E2,3.424934769E1,-6.542572021E0,1.406873540E2
1.700000000E-1,1.359912872E2,3.379660416E1,-6.535400391E0,1.402802627E2
1.800000000E-1,1.371929932E2,3.367082596E1,-7.005355835E0,1.414380320E2
1.900000000E-1,1.362690277E2,3.348796463E1,-8.944351196E0,1.406082967E2
2.000000000E-1,1.374636383E2,3.306140518E1,-9.863845825E0,1.417272162E2
2.100000000E-1,1.377837067E2,3.308351517E1,-7.763931274E0,1.419124640E2
2.200000000E-1,1.360031586E2,3.454355240E1,-6.088119507E0,1.404534847E2
2.300000000E-1,1.359640961E2,3.185761642E1,-7.277374268E0,1.398359872E2
2.400000000E-1,1.361223755E2,3.230930710E1,-6.981384277E0,1.400783072E2
2.500000000E-1,1.347774048E2,3.435412216E1,-8.022171021E0,1.393180167E2
2.600000000E-1,1.355291748E2,3.363136673E1,-7.429351807E0,1.398371243E2
2.700000000E-1,1.361211853E2,3.304516220E1,-8.037551880E0,1.403052461E2
2.800000000E-1,1.361178436E2,3.333706284E1,-8.790786743E0,1.404161851E2
2.900000000E-1,1.361407166E2,3.438812637E1,-7.442932129E0,1.406137802E2
3.000000000E-1,1.364202576E2,3.231254959E1,-7.437362671E0,1.403919581E2
3.100000000E-1,1.365794067E2,3.320707321E1,-7.594650269E0,1.407633573E2
3.200000000E-1,1.362710724E2,3.319495773E1,-8.341461182E0,1.405037023E2
3.300000000E-1,1.358220062E2,3.304081345E1,-7.731948853E0,1.399967705E2
3.400000000E-1,1.355233765E2,3.333169174E1,-7.728530884E0,1.397759544E2
3.500000000E-1,1.365956268E2,3.351562119E1,-6.092712402E0,1.407792004E2
3.600000000E-1,1.370289154E2,3.291946793E1,-7.600540161E0,1.411325024E2
3.700000000E-1,1.376394501E2,3.382275009E1,-7.915573120E0,1.419551089E2
3.800000000E-1,1.373580780E2,3.427566910E1,-6.108749390E0,1.417017287E2
3.900000000E-1,1.362684631E2,3.319273758E1,-8.642150879E0,1.405188195E2
4.000000000E-1,1.362998505E2,3.528265762E1,-7.600234985E0,1.409974423E2
4.100000000E-1,1.364384918E2,3.365439987E1,-6.993057251E0,1.407017538E2
4.200000000E-1,1.374761047E2,3.277727890E1,-8.058197021E0,1.415590475E2
4.300000000E-1,1.353664093E2,3.288111496E1,-7.874160767E0,1.395250332E2
4.400000000E-1,1.353896790E2,3.481676102E1,-7.583221436E0,1.400002759E2
4.500000000E-1,1.361243744E2,3.334260941E1,-8.039062500E0,1.403787784E2
4.600000000E-1,1.364353027E2,3.335694504E1,-6.991561890E0,1.406277339E2
4.700000000E-1,1.340055237E2,3.343868637E1,-8.907440186E0,1.384014762E2
4.800000000E-1,1.373547363E2,3.456757736E1,-6.861984253E0,1.418038357E2
4.900000000E-1,1.358305664E2,3.275335312E1,-6.377349854E0,1.398692086E2
5.000000000E-1,1.368809204E2,3.306602859E1,-7.448486328E0,1.410149941E2
5.100000000E-1,1.362690277E2,3.348796463E1,-8.944351196E0,1.406082967E2
5.200000000E-1,1.381024170E2,3.443082809E1,-7.474914551E0,1.425259059E2
5.300000000E-1,1.355239563E2,3.362692642E1,-8.030715942E0,1.398642389E2
5.400000000E-1,1.365788269E2,3.291183853E1,-7.292465210E0,1.406774507E2
5.500000000E-1,1.364432678E2,3.410056686E1,-6.995315552E0,1.408138787E2
5.600000000E-1,1.350786285E2,3.406545639E1,-7.724899292E0,1.395219168E2
5.700000000E-1,1.355187836E2,3.229616928E1,-6.971542358E0,1.394882993E2
5.800000000E-1,1.371884613E2,3.469858932E1,-8.814758301E0,1.417828127E2
5.900000000E-1,1.362938232E2,3.350905228E1,-6.087783813E0,1.404846040E2
6.000000000E-1,1.364196472E2,3.334363174E1,-8.795700073E0,1.407106331E2
6.100000000E-1,1.364196472E2,3.334363174E1,-8.795700073E0,1.407106331E2
6.200000000E-1,1.364196472E2,3.334363174E1,-8.795700073E0,1.407106331E2
6.300000000E-1,1.364196472E2,3.334363174E1,-8.795700073E0,1.407106331E2
6.400000000E-1,1.364196472E2,3.334363174E1,-8.795700073E0,1.407106331E2
6.500000000E-1,1.375138702E2,3.546209335E1,-7.019271851E0,1.421861271E2
6.600000000E-1,1.368788757E2,3.335903549E1,-8.051361084E0,1.411151171E2
6.700000000E-1,1.368814850E2,3.336125565E1,-7.750671387E0,1.411013367E2
6.800000000E-1,1.370241394E2,3.247330093E1,-7.598281860E0,1.410243381E2
6.900000000E-1,1.368659821E2,3.275859451E1,-8.800079346E0,1.410066096E2
7.000000000E-1,1.362781677E2,3.349573135E1,-7.891921997E0,1.405559869E2
7.100000000E-1,1.358251801E2,3.333826065E1,-7.733444214E0,1.400704299E2
7.200000000E-1,1.361081390E2,3.303406143E1,-9.541000366E0,1.403841352E2
7.300000000E-1,1.356503906E2,3.243042374E1,-9.380294800E0,1.397882355E2
7.400000000E-1,1.362742615E2,3.349240494E1,-8.342956543E0,1.405774536E2
7.500000000E-1,1.376416626E2,3.294038773E1,-6.557952881E0,1.416802851E2
7.600000000E-1,1.364224243E2,3.275650406E1,-7.740280151E0,1.405132675E2
7.700000000E-1,1.358285217E2,3.304636002E1,-6.980224609E0,1.399648983E2
7.800000000E-1,1.362899170E2,3.350572586E1,-6.538818359E0,1.405002893E2
7.900000000E-1,1.373344727E2,3.351872635E1,-7.909149170E0,1.415867827E2
8.000000000E-1,1.361394653E2,3.306070328E1,-5.932739258E0,1.402218297E2
8.100000000E-1,1.373370819E2,3.352094650E1,-7.608459473E0,1.415733611E2
8.200000000E-1,1.359660950E2,3.289092636E1,-8.335037231E0,1.401358800E2
8.300000000E-1,1.355233765E2,3.333169174E1,-7.728530884E0,1.397759544E2
8.400000000E-1,1.364332275E2,3.497627640E1,-9.254989624E0,1.411489296E2
8.500000000E-1,1.361206207E2,3.274993515E1,-7.735366821E0,1.402184636E2
8.600000000E-1,1.359640503E2,3.318394089E1,-8.937927246E0,1.402400922E2
8.700000000E-1,1.370255737E2,3.321137619E1,-8.353759766E0,1.412401808E2
8.800000000E-1,1.362841187E2,3.320605850E1,-6.838012695E0,1.404377504E2
8.900000000E-1,1.355168610E2,3.332613754E1,-8.480255127E0,1.398118943E2
9.000000000E-1,1.374988251E2,3.441769028E1,-7.465072632E0,1.419374215E2
9.100000000E-1,1.347820129E2,3.538965225E1,-8.779144287E0,1.396269740E2
9.200000000E-1,1.366002350E2,3.455115128E1,-6.849685669E0,1.410685098E2
9.300000000E-1,1.347630920E2,3.301559830E1,-8.015411377E0,1.389797378E2
9.400000000E-1,1.368920441E2,3.410709763E1,-7.453735352E0,1.412737909E2
9.500000000E-1,1.368920441E2,3.410709763E1,-7.453735352E0,1.412737909E2
9.600000000E-1,1.361381226E2,3.438590622E1,-7.743606567E0,1.406269619E2
9.700000000E-1,1.368788757E2,3.335903549E1,-8.051361084E0,1.411151171E2
9.800000000E-1,1.359881134E2,3.349914932E1,-6.533889771E0,1.402057478E2
9.900000000E-1,1.370294800E2,3.321470261E1,-7.902725220E0,1.412187945E2
1.000000000E0,1.365728760E2,3.320152664E1,-8.346374512E0,1.407982734E2
1.010000000E0,1.358369293E2,3.334824753E1,-6.380340576E0,1.400160195E2
1.020000000E0,1.370380554E2,3.292724228E1,-6.548110962E0,1.410904308E2
1.030000000E0,1.358277893E2,3.334048080E1,-7.432769775E0,1.400572100E2
1.040000000E0,1.365995026E2,3.484526443E1,-7.302215576E0,1.411628099E2
1.050000000E0,1.377842712E2,3.337874222E1,-8.066116333E0,1.419989721E2
1.060000000E0,1.358231812E2,3.230495834E1,-6.675796509E0,1.397716464E2
1.070000000E0,1.362710724E2,3.319495773E1,-8.341461182E0,1.405037023E2
1.080000000E0,1.371767578E2,3.336227036E1,-8.507308960E0,1.414315321E2
1.090000000E0,1.356837006E2,3.349036026E1,-6.829666138E0,1.399225327E2
1.100000000E0,1.350492401E2,3.300884628E1,-9.824478149E0,1.393714517E2
1.110000000E0,1.362976990E2,3.483869553E1,-7.297286987E0,1.408689031E2
1.120000000E0,1.364198151E2,3.275428391E1,-8.040969849E0,1.405271015E2
1.130000000E0,1.362821960E2,3.423602676E1,-8.346710205E0,1.407643778E2
1.140000000E0,1.356777496E2,3.378004074E1,-7.883590698E0,1.400417577E2
1.150000000E0,1.356766052E2,3.318957901E1,-7.279205322E0,1.398666372E2
1.160000000E0,1.368926086E2,3.440233231E1,-7.755920410E0,1.413621628E2
1.170000000E0,1.361327820E2,3.364450455E1,-7.439193726E0,1.404258830E2
1.180000000E0,1.358402710E2,3.305635452E1,-5.627120972E0,1.399177126E2
1.190000000E0,1.359978180E2,3.380215073E1,-5.783676147E0,1.402549208E2
1.200000000E0,1.362605133E2,3.244911575E1,-8.638397217E0,1.403370746E2
