"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.429804993E2,3.386330795E1,-1.852827454E1,1.480994387E2
1.000000000E-2,1.448114014E2,3.554092026E1,-1.826535034E1,1.502235734E2
2.000000000E-2,1.435920410E2,3.462007523E1,-1.854187012E1,1.488657946E2
3.000000000E-2,1.437491913E2,3.448128891E1,-1.764149475E1,1.488758262E2
4.000000000E-2,1.429858398E2,3.460470963E1,-1.883271790E1,1.483142191E2
5.000000000E-2,1.437464142E2,3.506842422E1,-1.869691467E1,1.491388634E2
6.000000000E-2,1.426947174E2,3.608095169E1,-1.943667603E1,1.484634697E2
7.000000000E-2,1.439074707E2,3.493297195E1,-1.734553528E1,1.490990954E2
8.000000000E-2,1.435880127E2,3.387978745E1,-1.808708191E1,1.486354598E2
9.000000000E-2,1.431304932E2,3.475006485E1,-1.973799133E1,1.486051593E2
1.000000000E-1,1.431306610E2,3.416070938E1,-1.898327637E1,1.483701620E2
1.100000000E-1,1.444931335E2,3.375187302E1,-1.795074463E1,1.494646574E2
1.200000000E-1,1.431332703E2,3.416292953E1,-1.868257141E1,1.483350171E2
1.300000000E-1,1.423858643E2,3.444728470E1,-1.822074890E1,1.476223068E2
1.400000000E-1,1.439009399E2,3.492742538E1,-1.809725952E1,1.491808177E2
1.500000000E-1,1.429804993E2,3.386330795E1,-1.852827454E1,1.480994387E2
1.600000000E-1,1.429798889E2,3.489439011E1,-1.988662720E1,1.485137874E2
1.700000000E-1,1.439148560E2,3.538137436E1,-1.704708862E1,1.491775139E2
1.800000000E-1,1.425273438E2,3.429518509E1,-1.912451172E1,1.478375811E2
1.900000000E-1,1.426883545E2,3.548604965E1,-1.943367004E1,1.483134982E2
2.000000000E-1,1.429995728E2,3.564799881E1,-1.853727722E1,1.485371613E2
2.100000000E-1,1.425532379E2,3.623305893E1,-1.853289795E1,1.482488735E2
2.200000000E-1,1.434467773E2,3.550580978E1,-1.899493408E1,1.489914359E2
2.300000000E-1,1.430211487E2,3.669795609E1,-1.733976746E1,1.486689493E2
2.400000000E-1,1.431278839E2,3.474784470E1,-2.003868103E1,1.486423648E2
2.500000000E-1,1.448140106E2,3.554314041E1,-1.796466064E1,1.501903510E2
2.600000000E-1,1.436070862E2,3.566447830E1,-1.809608459E1,1.490718568E2
2.700000000E-1,1.444965515E2,3.552325058E1,-1.976388550E1,1.501058490E2
2.800000000E-1,1.449698029E2,3.672956467E1,-1.887519836E1,1.507367831E2
2.900000000E-1,1.437597046E2,3.655345535E1,-1.900511169E1,1.495466550E2
3.000000000E-1,1.455446167E2,3.465501022E1,-1.962626648E1,1.508953131E2
3.100000000E-1,1.434636841E2,3.684655380E1,-1.870100403E1,1.492957626E2
3.200000000E-1,1.438835297E2,3.535473251E1,-2.065536499E1,1.495963613E2
3.300000000E-1,1.452668304E2,3.628996658E1,-1.887786865E1,1.509164922E2
3.400000000E-1,1.438854523E2,3.432474899E1,-1.914665222E1,1.491569846E2
3.500000000E-1,1.432738953E2,3.356798172E1,-1.913307190E1,1.483923613E2
3.600000000E-1,1.440615082E2,3.656002426E1,-1.901002502E1,1.498390288E2
3.700000000E-1,1.434467773E2,3.550580978E1,-1.899493408E1,1.489914359E2
3.800000000E-1,1.431384430E2,3.549368668E1,-1.974174500E1,1.487889517E2
3.900000000E-1,1.434485168E2,3.506518173E1,-1.824096680E1,1.487944113E2
4.000000000E-1,1.431558685E2,3.506638718E1,-1.718362427E1,1.483864251E2
4.100000000E-1,1.430014954E2,3.461803055E1,-1.702857971E1,1.481141730E2
4.200000000E-1,1.432909851E2,3.431937790E1,-1.808441162E1,1.484492238E2
4.300000000E-1,1.441918488E2,3.536685562E1,-1.990855408E1,1.497947070E2
4.400000000E-1,1.432850342E2,3.460905838E1,-1.913832092E1,1.486427370E2
4.500000000E-1,1.434531250E2,3.610071182E1,-1.899794006E1,1.491408133E2
4.600000000E-1,1.441950378E2,3.566429520E1,-1.991004944E1,1.498684789E2
4.700000000E-1,1.437543640E2,3.581204605E1,-1.870066833E1,1.493235909E2
4.800000000E-1,1.432738953E2,3.356798172E1,-1.913307190E1,1.483923613E2
4.900000000E-1,1.434263458E2,3.504631424E1,-2.079682922E1,1.491035510E2
5.000000000E-1,1.429884491E2,3.460692978E1,-1.853202820E1,1.482793722E2
5.100000000E-1,1.429884491E2,3.460692978E1,-1.853202820E1,1.482793722E2
5.200000000E-1,1.429884491E2,3.460692978E1,-1.853202820E1,1.482793722E2
5.300000000E-1,1.429884491E2,3.460692978E1,-1.853202820E1,1.482793722E2
5.400000000E-1,1.429884491E2,3.460692978E1,-1.853202820E1,1.482793722E2
5.500000000E-1,1.426731873E2,3.370468521E1,-1.897363281E1,1.478230121E2
5.600000000E-1,1.422392883E2,3.533191299E1,-1.882417297E1,1.477657224E2
5.700000000E-1,1.422287292E2,3.458606339E1,-1.912109375E1,1.476171515E2
5.800000000E-1,1.435894470E2,3.461785507E1,-1.884255981E1,1.489005280E2
5.900000000E-1,1.431481628E2,3.579668808E1,-1.899151611E1,1.487732405E2
6.000000000E-1,1.440456085E2,3.507277298E1,-1.900253296E1,1.494668291E2
6.100000000E-1,1.434382477E2,3.446695328E1,-1.868899536E1,1.487003037E2
6.200000000E-1,1.440456085E2,3.507277298E1,-1.900253296E1,1.494668291E2
6.300000000E-1,1.448002625E2,3.449984360E1,-1.826010132E1,1.499692852E2
6.400000000E-1,1.435979614E2,3.565670395E1,-1.914848328E1,1.491926254E2
6.500000000E-1,1.445023346E2,3.582291794E1,-1.946469116E1,1.501435325E2
6.600000000E-1,1.429800415E2,3.430503464E1,-1.913189697E1,1.482772982E2
6.700000000E-1,1.441753845E2,3.358436966E1,-1.959887695E1,1.493270483E2
6.800000000E-1,1.439088898E2,3.567104721E1,-1.810101318E1,1.493647845E2
6.900000000E-1,1.435900116E2,3.491308212E1,-1.914474487E1,1.490085098E2
7.000000000E-1,1.425351257E2,3.562816238E1,-1.988299561E1,1.482597772E2
7.100000000E-1,1.434481201E2,3.418059921E1,-1.718405151E1,1.484620091E2
7.200000000E-1,1.429963989E2,3.535055923E1,-1.853578186E1,1.484628147E2
7.300000000E-1,1.432818451E2,3.431160355E1,-1.913682556E1,1.485704929E2
