"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
1.000000000E-2,1.368964081E2,3.366869736E1,-6.399063110E0,1.411210677E2
2.000000000E-2,1.360057678E2,3.454577255E1,-5.787414551E0,1.404438445E2
3.000000000E-2,1.350766449E2,3.303215408E1,-6.667236328E0,1.392166486E2
4.000000000E-2,1.362835541E2,3.291082382E1,-6.535812378E0,1.403532909E2
5.000000000E-2,1.364548340E2,3.469991684E1,-6.396942139E0,1.409429914E2
6.000000000E-2,1.362841187E2,3.320605850E1,-6.838012695E0,1.404377504E2
7.000000000E-2,1.353936462E2,3.349377823E1,-5.471633911E0,1.395822747E2
8.000000000E-2,1.361303253E2,3.305292892E1,-6.985137939E0,1.402595941E2
9.000000000E-2,1.362835541E2,3.291082382E1,-6.535812378E0,1.403532909E2
1.000000000E-1,1.365982361E2,3.351784134E1,-5.792007446E0,1.407695675E2
1.100000000E-1,1.371656342E2,3.232120132E1,-8.502059937E0,1.411784554E2
1.200000000E-1,1.364373474E2,3.306393814E1,-6.388687134E0,1.405318081E2
1.300000000E-1,1.350895233E2,3.363261032E1,-5.918518066E0,1.393390134E2
1.400000000E-1,1.359999695E2,3.424609756E1,-6.086608887E0,1.403774687E2
1.500000000E-1,1.355357056E2,3.363691330E1,-6.677627563E0,1.398068672E2
1.600000000E-1,1.362978668E2,3.424934769E1,-6.542572021E0,1.406873540E2
1.700000000E-1,1.361264038E2,3.304960251E1,-7.436187744E0,1.402781912E2
1.800000000E-1,1.364555664E2,3.440579605E1,-5.944412231E0,1.408517534E2
1.900000000E-1,1.361491699E2,3.336369705E1,-5.182510376E0,1.402732732E2
2.000000000E-1,1.364412537E2,3.306727219E1,-5.937652588E0,1.405166037E2
2.100000000E-1,1.362867279E2,3.320827866E1,-6.537322998E0,1.404264881E2
2.200000000E-1,1.346300049E2,3.346958542E1,-6.511764526E0,1.388807202E2
2.300000000E-1,1.370626373E2,3.486399460E1,-6.106842041E0,1.415590272E2
2.400000000E-1,1.355357056E2,3.363691330E1,-6.677627563E0,1.398068672E2
2.500000000E-1,1.358648682E2,3.499310684E1,-5.185836792E0,1.403947037E2
2.600000000E-1,1.370497437E2,3.426354599E1,-6.855560303E0,1.414341597E2
2.700000000E-1,1.353916016E2,3.378679276E1,-6.074523926E0,1.396758139E2
2.800000000E-1,1.356766052E2,3.318957901E1,-7.279205322E0,1.398666372E2
2.900000000E-1,1.361275940E2,3.231374741E1,-6.380020142E0,1.400557203E2
3.000000000E-1,1.368768768E2,3.232573318E1,-6.993682861E0,1.408159935E2
3.100000000E-1,1.368985748E2,3.411264420E1,-6.702011108E0,1.412437936E2
3.200000000E-1,1.362822876E2,3.158340073E1,-5.025619507E0,1.399843919E2
3.300000000E-1,1.361426392E2,3.335815048E1,-5.934234619E0,1.402954010E2
3.400000000E-1,1.362749939E2,3.319828415E1,-7.890426636E0,1.404822368E2
3.500000000E-1,1.356934052E2,3.379336166E1,-6.079452515E0,1.399701798E2
3.600000000E-1,1.368666077E2,3.172750473E1,-7.441741943E0,1.406928654E2
3.700000000E-1,1.347625122E2,3.272037125E1,-7.713226318E0,1.388922289E2
3.800000000E-1,1.365988159E2,3.381307602E1,-6.094207764E0,1.408534699E2
3.900000000E-1,1.359849243E2,3.320170212E1,-6.532394409E0,1.401318124E2
4.000000000E-1,1.362827759E2,3.453126144E1,-8.648910522E0,1.408552685E2
4.100000000E-1,1.368872681E2,3.366093063E1,-7.451492310E0,1.411619890E2
4.200000000E-1,1.365996704E2,3.425591660E1,-6.547485352E0,1.409815851E2
4.300000000E-1,1.361301575E2,3.364228439E1,-7.739868164E0,1.404390566E2
4.400000000E-1,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
4.500000000E-1,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
4.600000000E-1,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
4.700000000E-1,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
4.800000000E-1,1.373527374E2,3.353426743E1,-5.804306030E0,1.415062244E2
4.900000000E-1,1.364444427E2,3.336471939E1,-5.939163208E0,1.405900570E2
5.000000000E-1,1.371957703E2,3.308369827E1,-5.949951172E0,1.412537164E2
5.100000000E-1,1.368814850E2,3.336125565E1,-7.750671387E0,1.411013367E2
5.200000000E-1,1.369050903E2,3.411819839E1,-5.950286865E0,1.412177791E2
5.300000000E-1,1.366093750E2,3.455891800E1,-5.797256470E0,1.410320826E2
5.400000000E-1,1.361629028E2,3.440699387E1,-4.887069702E0,1.405277936E2
5.500000000E-1,1.361446381E2,3.439145279E1,-6.991882324E0,1.405952379E2
5.600000000E-1,1.355325165E2,3.333945847E1,-6.676116943E0,1.397324338E2
5.700000000E-1,1.371956024E2,3.367304611E1,-6.704681396E0,1.414265184E2
5.800000000E-1,1.368907776E2,3.277968216E1,-5.943542480E0,1.408861890E2
5.900000000E-1,1.356882324E2,3.246261215E1,-5.020278931E0,1.396077391E2
6.000000000E-1,1.362749939E2,3.319828415E1,-7.890426636E0,1.404822368E2
6.100000000E-1,1.355228119E2,3.303646469E1,-7.426345825E0,1.396889085E2
6.200000000E-1,1.358766022E2,3.500310135E1,-3.832733154E0,1.403650881E2
6.300000000E-1,1.358454590E2,3.438710403E1,-6.686294556E0,1.402895869E2
6.400000000E-1,1.361315155E2,3.231708145E1,-5.928985596E0,1.400404804E2
6.500000000E-1,1.355339355E2,3.407753372E1,-7.431594849E0,1.399498288E2
6.600000000E-1,1.358173981E2,3.200528336E1,-6.974975586E0,1.397116819E2
6.700000000E-1,1.364444427E2,3.336471939E1,-5.939163208E0,1.405900570E2
6.800000000E-1,1.364470520E2,3.336693954E1,-5.638458252E0,1.405807343E2
6.900000000E-1,1.350812378E2,3.406767654E1,-7.424209595E0,1.395086602E2
7.000000000E-1,1.365924530E2,3.321817398E1,-6.091201782E0,1.407055366E2
7.100000000E-1,1.362861176E2,3.423935318E1,-7.895675659E0,1.407429602E2
7.200000000E-1,1.377870483E2,3.279161453E1,-7.010696411E0,1.418087111E2
7.300000000E-1,1.356896515E2,3.320067978E1,-5.775756836E0,1.398117521E2
7.400000000E-1,1.356773376E2,3.289545822E1,-6.826675415E0,1.397750143E2
7.500000000E-1,1.355579529E2,3.571905899E1,-6.688125610E0,1.403443650E2
7.600000000E-1,1.353785553E2,3.377569199E1,-7.577972412E0,1.397339482E2
7.700000000E-1,1.350942993E2,3.407877731E1,-5.920761108E0,1.394521000E2
7.800000000E-1,1.353656769E2,3.317524338E1,-8.326705933E0,1.396201894E2
7.900000000E-1,1.364405212E2,3.336138535E1,-6.390182495E0,1.406052357E2
8.000000000E-1,1.364509735E2,3.337026596E1,-5.187423706E0,1.405679629E2
8.100000000E-1,1.368840942E2,3.336347580E1,-7.449981689E0,1.410881958E2
8.200000000E-1,1.350830078E2,3.362705612E1,-6.670242310E0,1.393653115E2
8.300000000E-1,1.358309784E2,3.363793564E1,-7.434265137E0,1.401314872E2
8.400000000E-1,1.361466827E2,3.409843826E1,-6.389022827E0,1.404971257E2
8.500000000E-1,1.362722473E2,3.245910263E1,-7.285293579E0,1.402739970E2
8.600000000E-1,1.377720032E2,3.174721146E1,-7.456497192E0,1.415789873E2
8.700000000E-1,1.359920349E2,3.350247574E1,-6.082870483E0,1.401900523E2
8.800000000E-1,1.365760498E2,3.349897385E1,-8.347885132E0,1.408718773E2
8.900000000E-1,1.373450317E2,3.426456833E1,-7.612197876E0,1.417591759E2
9.000000000E-1,1.362899170E2,3.350572586E1,-6.538818359E0,1.405002893E2
9.100000000E-1,1.362874603E2,3.291415024E1,-6.084777832E0,1.403375846E2
9.200000000E-1,1.379642944E2,3.429102707E1,-5.817901611E0,1.422809511E2
9.300000000E-1,1.359731903E2,3.319170761E1,-7.885513306E0,1.401876573E2
9.400000000E-1,1.350955505E2,3.540620804E1,-7.430969238E0,1.398557351E2
9.500000000E-1,1.359960632E2,3.424277115E1,-6.537643433E0,1.403931529E2
9.600000000E-1,1.355500031E2,3.497543716E1,-6.684371948E0,1.401490826E2
9.700000000E-1,1.349221039E2,3.317315292E1,-7.266906738E0,1.391302991E2
9.800000000E-1,1.376277466E2,3.248644638E1,-7.608123779E0,1.416144391E2
9.900000000E-1,1.361470795E2,3.498302841E1,-7.445938110E0,1.407667628E2
1.000000000E0,1.349311981E2,3.450723648E1,-7.875045776E0,1.394962148E2
1.010000000E0,1.368900452E2,3.307379532E1,-6.396072388E0,1.409740052E2
1.020000000E0,1.370458374E2,3.426021194E1,-7.306594849E0,1.414521474E2
1.030000000E0,1.346123657E2,3.242296219E1,-7.258224487E0,1.386521522E2
1.040000000E0,1.365982361E2,3.351784134E1,-5.792007446E0,1.407695675E2
1.050000000E0,1.364523926E2,3.410834122E1,-5.942901611E0,1.407762496E2
1.060000000E0,1.364554138E2,3.499514389E1,-6.699127197E0,1.410305583E2
1.070000000E0,1.365788269E2,3.291183853E1,-7.292465210E0,1.406774507E2
1.080000000E0,1.361536102E2,3.498857498E1,-6.694213867E0,1.407366990E2
1.090000000E0,1.364554138E2,3.499514389E1,-6.699127197E0,1.410305583E2
1.100000000E0,1.349416809E2,3.318980789E1,-5.011734009E0,1.390537237E2
1.110000000E0,1.362913361E2,3.424379349E1,-7.294296265E0,1.407166388E2
1.120000000E0,1.353787231E2,3.318634415E1,-6.823257446E0,1.395538927E2
1.130000000E0,1.359881134E2,3.349914932E1,-6.533889771E0,1.402057478E2
1.140000000E0,1.371886597E2,3.278291702E1,-6.399490356E0,1.411963224E2
1.150000000E0,1.356851196E2,3.422842789E1,-7.585144043E0,1.401412551E2
1.160000000E0,1.362690735E2,3.216164780E1,-7.283798218E0,1.402023027E2
1.170000000E0,1.373435974E2,3.352650070E1,-6.856735229E0,1.415425901E2
1.180000000E0,1.362841187E2,3.320605850E1,-6.838012695E0,1.404377504E2
1.190000000E0,1.346411438E2,3.451066208E1,-6.517013550E0,1.391463074E2
1.200000000E0,1.368964081E2,3.366869736E1,-6.399063110E0,1.411210677E2
1.210000000E0,1.370594482E2,3.456654739E1,-6.105331421E0,1.414829093E2
1.220000000E0,1.365747986E2,3.217155075E1,-6.837677002E0,1.404793156E2
1.230000000E0,1.369049377E2,3.470755386E1,-6.705017090E0,1.413949558E2
1.240000000E0,1.363049622E2,3.455012894E1,-6.093032837E0,1.407475725E2
1.250000000E0,1.355228119E2,3.303646469E1,-7.426345825E0,1.396889085E2
1.260000000E0,1.368985748E2,3.411264420E1,-6.702011108E0,1.412437936E2
1.270000000E0,1.376325226E2,3.293261337E1,-7.610382080E0,1.417222150E2
1.280000000E0,1.364313965E2,3.335361862E1,-7.442611694E0,1.406463021E2
1.290000000E0,1.364373474E2,3.306393814E1,-6.388687134E0,1.405318081E2
1.300000000E0,1.358514099E2,3.409742355E1,-5.632369995E0,1.401783274E2
1.310000000E0,1.371834412E2,3.277847672E1,-7.000854492E0,1.412187559E2
1.320000000E0,1.374995575E2,3.412356186E1,-7.012527466E0,1.418440035E2
1.330000000E0,1.355384674E2,3.304978561E1,-5.622207642E0,1.396229698E2
1.340000000E0,1.353833313E2,3.422185898E1,-7.580230713E0,1.398472092E2
1.350000000E0,1.368911896E2,3.366425705E1,-7.000442505E0,1.411434950E2
1.360000000E0,1.365924530E2,3.321817398E1,-6.091201782E0,1.407055366E2
1.370000000E0,1.371924133E2,3.337559128E1,-6.703186035E0,1.413528248E2
1.380000000E0,1.368933868E2,3.278190231E1,-5.642837524E0,1.408768757E2
1.390000000E0,1.385499420E2,3.310992813E1,-6.423126221E0,1.425959688E2
1.400000000E0,1.359738007E2,3.216062546E1,-6.527145386E0,1.398777463E2
1.410000000E0,1.358408508E2,3.335158157E1,-5.929321289E0,1.400007914E2
1.420000000E0,1.353988190E2,3.482453537E1,-6.530807495E0,1.399579933E2
1.430000000E0,1.359769897E2,3.245808029E1,-6.528640747E0,1.399496047E2
1.440000000E0,1.368932343E2,3.337124252E1,-6.397567749E0,1.410472484E2
1.450000000E0,1.349528198E2,3.423087692E1,-5.016983032E0,1.393168570E2
1.460000000E0,1.364581757E2,3.440801620E1,-5.643707275E0,1.408424535E2
1.470000000E0,1.362938232E2,3.350905228E1,-6.087783813E0,1.404846040E2
1.480000000E0,1.362906494E2,3.321160507E1,-6.086288452E0,1.404108070E2
1.490000000E0,1.361303253E2,3.305292892E1,-6.985137939E0,1.402595941E2
1.500000000E0,1.355293427E2,3.304201126E1,-6.674621582E0,1.396586116E2
1.510000000E0,1.364615326E2,3.411610794E1,-4.890487671E0,1.407464940E2
1.520000000E0,1.347871552E2,3.333080673E1,-5.611404419E0,1.389604538E2
1.530000000E0,1.372192078E2,3.442998886E1,-4.904281616E0,1.415577165E2
1.540000000E0,1.374975586E2,3.309026718E1,-5.954879761E0,1.415485959E2
1.550000000E0,1.358396606E2,3.408742905E1,-6.985473633E0,1.402254009E2
1.560000000E0,1.354015961E2,3.423740005E1,-5.475387573E0,1.397704248E2
1.570000000E0,1.356863098E2,3.349258041E1,-6.528976440E0,1.399112402E2
1.580000000E0,1.346242218E2,3.316991806E1,-6.810943604E0,1.388175548E2
1.590000000E0,1.362976990E2,3.483869553E1,-7.297286987E0,1.408689031E2
1.600000000E0,1.372061615E2,3.441888809E1,-6.407745361E0,1.416024358E2
1.610000000E0,1.353924561E2,3.422963333E1,-6.527801514E0,1.398048538E2
1.620000000E0,1.366061859E2,3.426146317E1,-5.795761108E0,1.409563363E2
1.630000000E0,1.358376617E2,3.305413437E1,-5.927810669E0,1.399270706E2
1.640000000E0,1.361180115E2,3.274771500E1,-8.036056519E0,1.402323218E2
1.650000000E0,1.365794067E2,3.320707321E1,-7.594650269E0,1.407633573E2
1.660000000E0,1.370541077E2,3.382514572E1,-5.800888062E0,1.412855945E2
1.670000000E0,1.371755066E2,3.203484726E1,-6.997116089E0,1.410401031E2
1.680000000E0,1.358283691E2,3.363571548E1,-7.734939575E0,1.401446985E2
1.690000000E0,1.356896515E2,3.320067978E1,-5.775756836E0,1.398117521E2
1.700000000E0,1.368874359E2,3.307157516E1,-6.696762085E0,1.409849134E2
1.710000000E0,1.359886780E2,3.379438400E1,-6.836090088E0,1.402915288E2
1.720000000E0,1.356829681E2,3.378448105E1,-7.282196045E0,1.400153184E2
1.730000000E0,1.370412292E2,3.322469711E1,-6.549621582E0,1.411632975E2
1.740000000E0,1.377822723E2,3.234543991E1,-7.008453369E0,1.417014484E2
1.750000000E0,1.358402710E2,3.305635452E1,-5.627120972E0,1.399177126E2
1.760000000E0,1.362952576E2,3.424712753E1,-6.843261719E0,1.406985899E2
1.770000000E0,1.350680695E2,3.331961441E1,-8.021835327E0,1.393482326E2
1.780000000E0,1.353910370E2,3.349155807E1,-5.772338867E0,1.395913223E2
1.790000000E0,1.361362915E2,3.276325607E1,-5.931228638E0,1.401488505E2
1.800000000E0,1.361426392E2,3.335815048E1,-5.934234619E0,1.402954010E2
1.810000000E0,1.366014099E2,3.381529617E1,-5.793518066E0,1.408438295E2
1.820000000E0,1.361392975E2,3.365005112E1,-6.687454224E0,1.403957133E2
1.830000000E0,1.355299072E2,3.333723831E1,-6.976791382E0,1.397440619E2
1.840000000E0,1.358440247E2,3.364903641E1,-5.930816650E0,1.400750915E2
1.850000000E0,1.358440247E2,3.364903641E1,-5.930816650E0,1.400750915E2
1.860000000E0,1.358440247E2,3.364903641E1,-5.930816650E0,1.400750915E2
1.869997112E0,1.358440247E2,3.364903641E1,-5.930816650E0,1.400750915E2
1.879997112E0,1.358440247E2,3.364903641E1,-5.930816650E0,1.400750915E2
1.889997112E0,1.355196228E2,3.273901749E1,-7.424850464E0,1.396156862E2
1.899997112E0,1.355330811E2,3.363469315E1,-6.978302002E0,1.398184728E2
1.909997112E0,1.350798187E2,3.332960129E1,-6.668746948E0,1.392906743E2
1.919997112E0,1.362722473E2,3.245910263E1,-7.285293579E0,1.402739970E2
1.929997112E0,1.369023132E2,3.470533371E1,-7.005691528E0,1.414064471E2
1.939997112E0,1.364458618E2,3.410278702E1,-6.694625854E0,1.408023129E2
1.949997112E0,1.365924530E2,3.321817398E1,-6.091201782E0,1.407055366E2
1.959997112E0,1.365917053E2,3.351229477E1,-6.543731689E0,1.407948447E2
1.969997112E0,1.372033844E2,3.500602341E1,-7.463150024E0,1.417952361E2
1.979997112E0,1.378104858E2,3.413790512E1,-5.965042114E0,1.421010496E2
1.989997112E0,1.343256073E2,3.346079636E1,-6.807525635E0,1.385977492E2
1.999997112E0,1.346314392E2,3.420765305E1,-7.267227173E0,1.390992471E2
2.009997112E0,1.362729950E2,3.216498184E1,-6.832763672E0,1.401841713E2
2.019997112E0,1.365922852E2,3.380752945E1,-6.845932007E0,1.408803329E2
2.029997112E0,1.362835541E2,3.291082382E1,-6.535812378E0,1.403532909E2
2.039997112E0,1.360063324E2,3.484099960E1,-6.089614868E0,1.405300719E2
2.049997112E0,1.356805267E2,3.319291306E1,-6.828170776E0,1.398484849E2
2.059997112E0,1.362899170E2,3.350572586E1,-6.538818359E0,1.405002893E2
2.069997112E0,1.347539978E2,3.168151474E1,-7.407302856E0,1.386262112E2
2.079997112E0,1.353876953E2,3.378346634E1,-6.525558472E0,1.396915658E2
2.089997112E0,1.347748413E2,3.302558517E1,-6.662322998E0,1.389220417E2
2.099997112E0,1.370567322E2,3.382736588E1,-5.500198364E0,1.412766460E2
2.109997112E0,1.356864777E2,3.290322495E1,-5.774246216E0,1.397382709E2
2.119997112E0,1.362809448E2,3.290860367E1,-6.836517334E0,1.403645614E2
2.129997112E0,1.358376617E2,3.305413437E1,-5.927810669E0,1.399270706E2
2.139997112E0,1.365982361E2,3.351784134E1,-5.792007446E0,1.407695675E2
2.149997112E0,1.362952576E2,3.424712753E1,-6.843261719E0,1.406985899E2
2.159997112E0,1.369128723E2,3.545117569E1,-6.708755493E0,1.415871741E2
2.169997112E0,1.373541565E2,3.427234268E1,-6.559783936E0,1.417172839E2
2.179997112E0,1.366002350E2,3.455115128E1,-6.849685669E0,1.410685098E2
2.189997112E0,1.359886780E2,3.379438400E1,-6.836090088E0,1.402915288E2
2.199997112E0,1.357045288E2,3.483443069E1,-6.084701538E0,1.402361590E2
2.209997112E0,1.358551483E2,3.469011307E1,-5.936065674E0,1.403398095E2
2.219997112E0,1.359789734E2,3.349137497E1,-7.586318970E0,1.402480147E2
2.229997112E0,1.364496155E2,3.469547653E1,-6.998306274E0,1.409654211E2
2.239997112E0,1.356642914E2,3.288435745E1,-8.330123901E0,1.398412381E2
2.249997112E0,1.365944824E2,3.292515945E1,-5.488311768E0,1.406137985E2
2.259997112E0,1.362899170E2,3.350572586E1,-6.538818359E0,1.405002893E2
2.269997112E0,1.368920441E2,3.410709763E1,-7.453735352E0,1.412737909E2
2.279997112E0,1.356993713E2,3.350368118E1,-5.025527954E0,1.398644771E2
2.289997112E0,1.364373474E2,3.306393814E1,-6.388687134E0,1.405318081E2
2.299997112E0,1.368920441E2,3.410709763E1,-7.453735352E0,1.412737909E2
2.309997112E0,1.371977539E2,3.411699295E1,-7.007614136E0,1.415496363E2
2.319997112E0,1.371715851E2,3.203152084E1,-7.448150635E0,1.410586298E2
2.329997112E0,1.356894989E2,3.379003525E1,-6.530471802E0,1.399859052E2
2.339997112E0,1.358188171E2,3.274336624E1,-7.730438232E0,1.399236892E2
2.349997112E0,1.387140198E2,3.386128616E1,-5.827957153E0,1.429060218E2
